Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Fully Paid,547140.0,Long Term,721.0,1479967.0,10+ years,Home Mortgage,Debt Consolidation,30832.63,14.4,14.0,0.0,290719.0,656172.0,0.0,0.0
Fully Paid,260788.0,Long Term,712.0,788272.0,10+ years,Rent,Debt Consolidation,17013.36,23.4,13.0,0.0,79116.0,636108.0,0.0,0.0
Fully Paid,513062.0,Long Term,727.0,1003219.0,1 year,Rent,Debt Consolidation,23324.97,18.5,13.0,0.0,394573.0,1297912.0,0.0,0.0
Fully Paid,99999999.0,Short Term,693.0,1535979.0,10+ years,Home Mortgage,Home Improvements,30335.4,25.2,16.0,0.0,396169.0,529100.0,0.0,0.0
Fully Paid,190542.0,Short Term,666.0,967955.0,7 years,Rent,other,20085.09,20.5,13.0,0.0,157871.0,233178.0,0.0,0.0
Charged Off,26554.0,Short Term,684.0,726047.0,< 1 year,Rent,Debt Consolidation,12161.14,8.7,16.0,0.0,156389.0,399718.0,0.0,0.0
Fully Paid,109472.0,Short Term,710.0,964250.0,1 year,Rent,Other,5536.6,15.0,10.0,0.0,205770.0,336996.0,0.0,0.0
Fully Paid,99999999.0,Short Term,703.0,1025050.0,4 years,Rent,Debt Consolidation,10762.93,28.9,7.0,0.0,167181.0,217976.0,0.0,0.0
Fully Paid,155672.0,Short Term,720.0,2304624.0,6 years,Home Mortgage,Debt Consolidation,31496.49,20.1,8.0,0.0,685995.0,795124.0,0.0,0.0
Charged Off,268070.0,Short Term,735.0,665532.0,3 years,Own Home,Home Improvements,4775.27,15.4,10.0,1.0,147858.0,486398.0,1.0,0.0
Charged Off,261558.0,Long Term,664.0,754566.0,4 years,Rent,other,18172.36,8.1,6.0,0.0,138491.0,336182.0,0.0,0.0
Fully Paid,99999999.0,Short Term,740.0,1694515.0,10+ years,Home Mortgage,Debt Consolidation,17368.85,23.5,11.0,0.0,376162.0,1230394.0,0.0,0.0
Fully Paid,521620.0,Long Term,744.0,1351451.0,< 1 year,Home Mortgage,Debt Consolidation,11487.21,29.5,9.0,0.0,145768.0,788722.0,0.0,0.0
Fully Paid,99999999.0,Long Term,707.0,1898100.0,3 years,Rent,Debt Consolidation,32425.78,15.0,17.0,0.0,391780.0,738826.0,0.0,0.0
Fully Paid,99999999.0,Short Term,712.0,1807527.0,7 years,Home Mortgage,Debt Consolidation,30727.94,26.6,12.0,0.0,97869.0,392128.0,0.0,0.0
Fully Paid,194590.0,Short Term,721.0,2022531.0,10+ years,Own Home,Debt Consolidation,22247.86,21.0,7.0,1.0,14630.0,105952.0,1.0,0.0
Fully Paid,99999999.0,Short Term,729.0,750956.0,< 1 year,Rent,Debt Consolidation,11702.29,17.4,11.0,0.0,382698.0,737308.0,0.0,0.0
Fully Paid,259424.0,Short Term,743.0,1383162.0,< 1 year,Home Mortgage,Debt Consolidation,19710.22,14.1,9.0,2.0,97774.0,485914.0,0.0,2.0
Fully Paid,106920.0,Short Term,729.0,615657.0,7 years,Home Mortgage,other,11928.39,11.9,9.0,2.0,41059.0,66858.0,0.0,0.0
Fully Paid,148104.0,Short Term,746.0,653942.0,< 1 year,Rent,Debt Consolidation,7345.97,11.1,7.0,0.0,41420.0,82434.0,0.0,0.0
Fully Paid,435380.0,Long Term,719.0,1143762.0,10+ years,Home Mortgage,Debt Consolidation,29833.04,18.7,10.0,0.0,211584.0,584672.0,0.0,0.0
Fully Paid,323466.0,Short Term,728.0,670453.0,3 years,Rent,Debt Consolidation,7358.32,18.3,6.0,0.0,241661.0,452782.0,0.0,0.0
Fully Paid,99999999.0,Short Term,728.0,1801808.0,7 years,Home Mortgage,Debt Consolidation,48949.13,7.0,13.0,0.0,198664.0,475266.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,870827.0,4 years,Home Mortgage,Debt Consolidation,8853.24,16.0,6.0,0.0,24529.0,516604.0,0.0,0.0
Charged Off,273944.0,Long Term,737.0,1094533.0,10+ years,Home Mortgage,Home Improvements,16600.3,18.5,10.0,0.0,88616.0,212410.0,0.0,0.0
Charged Off,335390.0,Long Term,668.0,868946.0,< 1 year,Rent,Debt Consolidation,12744.44,17.1,10.0,0.0,9481.0,179960.0,0.0,0.0
Fully Paid,223322.0,Short Term,725.0,1195784.0,9 years,Home Mortgage,Debt Consolidation,10861.73,26.2,16.0,1.0,130682.0,573210.0,1.0,0.0
Charged Off,67452.0,Short Term,741.0,815480.0,1 year,Rent,Business Loan,2269.74,14.6,4.0,0.0,117420.0,265034.0,0.0,0.0
Fully Paid,218042.0,Short Term,746.0,1600636.0,10+ years,Home Mortgage,Debt Consolidation,22142.03,26.5,13.0,0.0,344508.0,703538.0,0.0,0.0
Fully Paid,162998.0,Short Term,692.0,1844976.0,2 years,Home Mortgage,Debt Consolidation,13083.97,15.7,14.0,1.0,113240.0,198044.0,1.0,0.0
Charged Off,236126.0,Long Term,713.0,547580.0,1 year,Rent,Debt Consolidation,9217.66,9.1,17.0,0.0,120289.0,257906.0,0.0,0.0
Fully Paid,545138.0,Short Term,723.0,4804150.0,4 years,Home Mortgage,Debt Consolidation,44838.67,42.5,15.0,0.0,807348.0,1183314.0,0.0,0.0
Fully Paid,132000.0,Short Term,742.0,3021000.0,5 years,Home Mortgage,Debt Consolidation,26685.5,11.0,17.0,0.0,291916.0,1015036.0,0.0,0.0
Fully Paid,546700.0,Short Term,703.0,3380594.0,3 years,Rent,Debt Consolidation,1014.22,18.6,3.0,5.0,9500.0,125004.0,1.0,4.0
Fully Paid,173844.0,Short Term,719.0,562989.0,2 years,Home Mortgage,Debt Consolidation,8726.32,13.1,10.0,0.0,191748.0,314952.0,0.0,0.0
Fully Paid,198044.0,Short Term,710.0,514539.0,6 years,Rent,Debt Consolidation,9347.43,11.6,6.0,0.0,143678.0,218328.0,0.0,0.0
Fully Paid,99999999.0,Short Term,748.0,1246400.0,10+ years,Rent,Debt Consolidation,10490.66,18.0,7.0,0.0,164122.0,1005444.0,0.0,0.0
Charged Off,336116.0,Short Term,745.0,1470714.0,< 1 year,Home Mortgage,Debt Consolidation,24389.35,15.6,8.0,0.0,157320.0,282436.0,0.0,0.0
Fully Paid,113476.0,Short Term,741.0,468749.0,4 years,Home Mortgage,Debt Consolidation,4804.72,10.2,6.0,0.0,164464.0,246026.0,0.0,0.0
Fully Paid,188386.0,Short Term,743.0,1743174.0,1 year,Home Mortgage,Debt Consolidation,22370.79,10.1,13.0,0.0,245233.0,555676.0,0.0,0.0
Fully Paid,99999999.0,Short Term,681.0,1075115.0,2 years,Rent,Debt Consolidation,11288.66,12.3,18.0,1.0,163001.0,306900.0,1.0,0.0
Fully Paid,99999999.0,Short Term,741.0,1212675.0,10+ years,Rent,Debt Consolidation,16724.75,15.8,4.0,0.0,489250.0,597564.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,621376.0,5 years,Own Home,Debt Consolidation,13514.89,14.1,10.0,0.0,150119.0,382030.0,0.0,0.0
Fully Paid,217580.0,Short Term,710.0,1052296.0,7 years,Rent,Debt Consolidation,27534.99,12.4,14.0,0.0,238849.0,402556.0,0.0,0.0
Fully Paid,529166.0,Long Term,729.0,1656629.0,6 years,Own Home,Debt Consolidation,30233.56,14.1,10.0,0.0,598196.0,1234662.0,0.0,0.0
Fully Paid,518716.0,Short Term,722.0,1605234.0,10+ years,Home Mortgage,Debt Consolidation,13644.47,19.7,15.0,0.0,279376.0,668360.0,0.0,0.0
Charged Off,142362.0,Short Term,695.0,1152654.0,< 1 year,Rent,Take a Trip,15464.86,9.0,10.0,0.0,89376.0,364364.0,0.0,0.0
Charged Off,124344.0,Short Term,711.0,975346.0,5 years,Rent,Debt Consolidation,13167.19,12.9,18.0,1.0,111967.0,436502.0,1.0,0.0
Fully Paid,784784.0,Long Term,649.0,2033304.0,< 1 year,Rent,Debt Consolidation,37785.49,11.0,11.0,0.0,434625.0,542872.0,0.0,0.0
Charged Off,211772.0,Short Term,733.0,1050491.0,8 years,Home Mortgage,Debt Consolidation,22410.31,17.8,8.0,0.0,148542.0,203082.0,0.0,0.0
Charged Off,77528.0,Short Term,742.0,860814.0,2 years,Rent,Debt Consolidation,16499.03,6.8,17.0,0.0,38285.0,133100.0,0.0,0.0
Fully Paid,772926.0,Short Term,707.0,11443320.0,6 years,Home Mortgage,Debt Consolidation,59695.91,17.2,6.0,0.0,1144655.0,2083950.0,0.0,0.0
Charged Off,347292.0,Long Term,721.0,1630846.0,10+ years,Home Mortgage,Debt Consolidation,35742.8,16.1,17.0,0.0,619267.0,990418.0,0.0,0.0
Charged Off,323136.0,Long Term,703.0,1116288.0,< 1 year,Home Mortgage,Debt Consolidation,19069.92,14.3,11.0,0.0,131252.0,552662.0,0.0,0.0
Charged Off,359282.0,Long Term,634.0,1357531.0,5 years,Home Mortgage,Debt Consolidation,25680.02,13.9,15.0,0.0,245024.0,383900.0,0.0,0.0
Charged Off,260062.0,Long Term,705.0,2695226.0,2 years,Home Mortgage,Debt Consolidation,38856.33,21.0,11.0,0.0,292847.0,431398.0,0.0,0.0
Fully Paid,43384.0,Short Term,733.0,1648592.0,10+ years,Home Mortgage,Home Improvements,16485.92,18.9,11.0,0.0,1243132.0,37879380.0,0.0,0.0
Fully Paid,483846.0,Short Term,688.0,949715.0,9 years,Home Mortgage,Debt Consolidation,22001.62,32.3,11.0,0.0,427633.0,615868.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,1615494.0,5 years,Home Mortgage,other,8158.22,16.9,10.0,0.0,250914.0,1320594.0,0.0,0.0
Fully Paid,303952.0,Short Term,750.0,972230.0,10+ years,Home Mortgage,Debt Consolidation,5760.42,28.0,15.0,0.0,258723.0,1040204.0,0.0,0.0
Charged Off,443388.0,Long Term,7230.0,3350612.0,6 years,Home Mortgage,Debt Consolidation,33506.12,19.4,20.0,0.0,496831.0,1032812.0,0.0,0.0
Fully Paid,121572.0,Long Term,738.0,1218584.0,4 years,Home Mortgage,Debt Consolidation,17608.44,20.6,8.0,0.0,1015455.0,3086028.0,0.0,0.0
Fully Paid,252032.0,Short Term,728.0,576612.0,10+ years,Own Home,Debt Consolidation,11339.96,17.2,7.0,0.0,401945.0,498300.0,0.0,0.0
Fully Paid,142912.0,Short Term,750.0,1869980.0,10+ years,Own Home,Debt Consolidation,16362.42,23.8,10.0,0.0,124450.0,407044.0,0.0,0.0
Fully Paid,435798.0,Short Term,744.0,1053474.0,3 years,Home Mortgage,Debt Consolidation,4995.1,11.0,7.0,0.0,72428.0,502128.0,0.0,0.0
Charged Off,325028.0,Short Term,723.0,987791.0,10+ years,Home Mortgage,Home Improvements,20825.9,17.2,16.0,1.0,192698.0,485034.0,1.0,0.0
Fully Paid,260018.0,Short Term,745.0,1216361.0,10+ years,Home Mortgage,Debt Consolidation,21691.73,19.2,18.0,0.0,160797.0,1063964.0,0.0,0.0
Charged Off,703340.0,Long Term,645.0,1381813.0,10+ years,Home Mortgage,Debt Consolidation,37539.44,18.0,7.0,0.0,724033.0,893772.0,0.0,0.0
Fully Paid,99999999.0,Short Term,738.0,639217.0,1 year,Rent,Debt Consolidation,15394.37,10.7,9.0,0.0,195244.0,287254.0,0.0,0.0
Charged Off,281908.0,Long Term,7040.0,786581.0,1 year,Rent,Debt Consolidation,9766.76,11.7,7.0,0.0,135280.0,281710.0,0.0,0.0
Fully Paid,99999999.0,Short Term,748.0,1642303.0,10+ years,Home Mortgage,Debt Consolidation,39825.71,21.5,12.0,1.0,74252.0,375452.0,1.0,0.0
Charged Off,264418.0,Short Term,720.0,1617584.0,7 years,Home Mortgage,Debt Consolidation,32621.29,17.5,16.0,0.0,410248.0,639342.0,0.0,0.0
Fully Paid,180114.0,Short Term,747.0,1011123.0,< 1 year,Rent,wedding,10734.81,39.1,9.0,0.0,33611.0,228998.0,0.0,0.0
Fully Paid,310178.0,Short Term,744.0,1148094.0,3 years,Own Home,Debt Consolidation,27554.18,12.6,8.0,0.0,305767.0,473968.0,0.0,0.0
Fully Paid,619564.0,Short Term,732.0,1337714.0,< 1 year,Rent,Debt Consolidation,13600.2,25.6,2.0,0.0,487293.0,783640.0,0.0,0.0
Fully Paid,331496.0,Short Term,720.0,858857.0,5 years,Rent,Debt Consolidation,16103.45,9.5,8.0,0.0,109079.0,174702.0,0.0,0.0
Fully Paid,628144.0,Short Term,748.0,1937430.0,9 years,Home Mortgage,Debt Consolidation,23249.16,17.5,10.0,0.0,1170913.0,2399606.0,0.0,0.0
Charged Off,347644.0,Long Term,666.0,885609.0,6 years,Rent,Debt Consolidation,26715.71,20.0,15.0,1.0,147459.0,188848.0,0.0,0.0
Charged Off,130394.0,Short Term,741.0,506749.0,10+ years,Rent,Debt Consolidation,10894.98,14.0,7.0,0.0,152380.0,323730.0,0.0,0.0
Fully Paid,99999999.0,Short Term,732.0,1450080.0,3 years,Home Mortgage,Other,20663.64,14.0,16.0,0.0,171684.0,492074.0,0.0,0.0
Fully Paid,521642.0,Short Term,703.0,1485857.0,< 1 year,Own Home,Other,19811.3,10.0,10.0,1.0,98287.0,407946.0,0.0,1.0
Fully Paid,99999999.0,Short Term,721.0,914166.0,3 years,Home Mortgage,Debt Consolidation,8379.76,21.0,10.0,1.0,48070.0,153296.0,1.0,0.0
Fully Paid,120978.0,Short Term,732.0,379962.0,10+ years,Home Mortgage,Debt Consolidation,2260.81,20.5,3.0,1.0,64961.0,109978.0,1.0,0.0
Fully Paid,445192.0,Short Term,740.0,1922420.0,10+ years,Home Mortgage,Debt Consolidation,14209.91,13.1,8.0,0.0,247836.0,578578.0,0.0,0.0
Fully Paid,99999999.0,Short Term,718.0,2867385.0,10+ years,Home Mortgage,Debt Consolidation,22986.96,15.0,12.0,1.0,70547.0,103378.0,1.0,0.0
Charged Off,541530.0,Long Term,672.0,1365644.0,10+ years,Home Mortgage,Home Improvements,22078.0,40.6,35.0,0.0,802484.0,2588300.0,0.0,0.0
Fully Paid,259204.0,Short Term,741.0,1399065.0,4 years,Rent,Business Loan,19190.57,12.8,8.0,0.0,71155.0,324346.0,0.0,0.0
Fully Paid,99999999.0,Short Term,737.0,1441245.0,1 year,Rent,Debt Consolidation,15973.87,9.2,6.0,0.0,85842.0,186846.0,0.0,0.0
Charged Off,646470.0,Short Term,7320.0,1693565.0,10+ years,Home Mortgage,Debt Consolidation,23286.4,20.6,23.0,0.0,661162.0,1192444.0,0.0,0.0
Charged Off,173074.0,Short Term,717.0,747384.0,6 years,Rent,other,23417.88,20.9,6.0,0.0,656906.0,809182.0,0.0,0.0
Fully Paid,137412.0,Short Term,695.0,631636.0,< 1 year,Rent,Debt Consolidation,17212.1,10.8,9.0,0.0,81605.0,102696.0,0.0,0.0
Charged Off,215578.0,Short Term,741.0,837824.0,3 years,Rent,Debt Consolidation,6946.97,21.8,5.0,0.0,281181.0,383944.0,0.0,0.0
Fully Paid,152900.0,Short Term,736.0,1414892.0,3 years,Rent,Debt Consolidation,21694.96,8.0,9.0,0.0,52231.0,286660.0,0.0,0.0
Fully Paid,446930.0,Short Term,688.0,967385.0,2 years,Home Mortgage,Debt Consolidation,10721.89,21.0,9.0,1.0,385035.0,602470.0,1.0,0.0
Fully Paid,99999999.0,Long Term,724.0,1391940.0,10+ years,Home Mortgage,Debt Consolidation,17747.33,16.0,9.0,0.0,380114.0,920788.0,0.0,0.0
Fully Paid,99999999.0,Short Term,740.0,681986.0,2 years,Home Mortgage,Debt Consolidation,10968.7,12.6,10.0,0.0,353020.0,583110.0,0.0,0.0
Fully Paid,99999999.0,Short Term,707.0,2214602.0,10+ years,Home Mortgage,Debt Consolidation,59055.99,40.2,18.0,0.0,225454.0,502018.0,0.0,0.0
Charged Off,38126.0,Short Term,7290.0,722380.0,3 years,Home Mortgage,Other,9836.3,20.2,4.0,0.0,8170.0,21780.0,0.0,0.0
Fully Paid,99999999.0,Short Term,728.0,652099.0,4 years,Rent,Debt Consolidation,14454.82,17.5,10.0,0.0,182362.0,250184.0,0.0,0.0
Fully Paid,37928.0,Short Term,744.0,411692.0,2 years,Rent,Debt Consolidation,2751.39,12.8,4.0,0.0,34390.0,267300.0,0.0,0.0
Fully Paid,443300.0,Long Term,740.0,4498497.0,10+ years,Home Mortgage,Home Improvements,6447.84,28.5,14.0,0.0,197334.0,1125608.0,0.0,0.0
Charged Off,111826.0,Short Term,704.0,2124485.0,6 years,Rent,other,45676.38,18.5,20.0,1.0,632491.0,1133682.0,1.0,0.0
Charged Off,493878.0,Long Term,706.0,1357132.0,10+ years,Home Mortgage,Debt Consolidation,16624.81,22.0,7.0,0.0,479047.0,720390.0,0.0,0.0
Fully Paid,445962.0,Long Term,739.0,1793638.0,10+ years,Home Mortgage,Debt Consolidation,5081.93,20.5,5.0,0.0,195700.0,338690.0,0.0,0.0
Charged Off,468886.0,Short Term,722.0,1696909.0,2 years,Rent,Debt Consolidation,40018.75,15.4,6.0,0.0,113696.0,274824.0,0.0,0.0
Charged Off,189662.0,Short Term,7190.0,570114.0,7 years,Rent,Debt Consolidation,15725.54,17.5,7.0,0.0,250857.0,354662.0,0.0,0.0
Fully Paid,333960.0,Long Term,704.0,769120.0,4 years,Home Mortgage,Debt Consolidation,8844.88,23.0,9.0,0.0,220476.0,414414.0,0.0,0.0
Fully Paid,147510.0,Short Term,709.0,783959.0,10+ years,Rent,Debt Consolidation,7447.62,14.4,6.0,0.0,93746.0,172832.0,0.0,0.0
Charged Off,358248.0,Short Term,7430.0,693557.0,2 years,Home Mortgage,Debt Consolidation,19014.82,45.5,11.0,0.0,594073.0,872938.0,0.0,0.0
Charged Off,768306.0,Long Term,6570.0,2995388.0,2 years,Home Mortgage,Debt Consolidation,41960.55,22.5,10.0,0.0,725781.0,1195414.0,0.0,0.0
Fully Paid,628672.0,Long Term,725.0,1719063.0,10+ years,Home Mortgage,Debt Consolidation,38678.87,25.0,17.0,0.0,577885.0,935858.0,0.0,0.0
Fully Paid,322674.0,Short Term,739.0,3102567.0,7 years,Home Mortgage,Debt Consolidation,4395.27,27.8,12.0,0.0,209418.0,824758.0,0.0,0.0
Fully Paid,194656.0,Short Term,710.0,729315.0,5 years,Own Home,other,3506.64,16.0,9.0,1.0,106609.0,394394.0,0.0,0.0
Fully Paid,616924.0,Short Term,745.0,1598394.0,10+ years,Own Home,Debt Consolidation,34099.11,26.5,6.0,0.0,681834.0,1459304.0,0.0,0.0
Fully Paid,199738.0,Short Term,739.0,1610041.0,2 years,Rent,Debt Consolidation,8130.67,22.7,6.0,1.0,126825.0,241934.0,1.0,0.0
Fully Paid,534864.0,Short Term,741.0,1337676.0,4 years,Home Mortgage,Debt Consolidation,11481.7,27.8,9.0,0.0,498921.0,1087944.0,0.0,0.0
Fully Paid,136554.0,Short Term,728.0,1029534.0,2 years,Rent,Debt Consolidation,5216.45,24.6,8.0,0.0,139194.0,197274.0,0.0,0.0
Fully Paid,99999999.0,Short Term,704.0,1272240.0,7 years,Rent,Debt Consolidation,15903.0,9.7,13.0,0.0,65835.0,227546.0,0.0,0.0
Fully Paid,526174.0,Short Term,740.0,1265020.0,6 years,Home Mortgage,Debt Consolidation,22559.46,13.9,10.0,0.0,568157.0,1059366.0,0.0,0.0
Fully Paid,99999999.0,Short Term,746.0,1542078.0,3 years,Rent,Debt Consolidation,11359.91,10.3,7.0,0.0,159904.0,488510.0,0.0,0.0
Fully Paid,245190.0,Short Term,685.0,1177962.0,2 years,Home Mortgage,other,9571.06,13.1,5.0,0.0,5624.0,383328.0,0.0,0.0
Fully Paid,99999999.0,Short Term,751.0,755060.0,4 years,Home Mortgage,Home Improvements,5511.9,21.2,7.0,0.0,165718.0,959420.0,0.0,0.0
Charged Off,655182.0,Short Term,726.0,1886130.0,5 years,Home Mortgage,Debt Consolidation,28449.08,21.7,11.0,0.0,605226.0,851488.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,2626218.0,2 years,Home Mortgage,Debt Consolidation,21119.07,18.6,8.0,0.0,472321.0,634458.0,0.0,0.0
Fully Paid,99999999.0,Short Term,696.0,746700.0,6 years,Rent,Debt Consolidation,7342.55,15.6,10.0,0.0,202787.0,322080.0,0.0,0.0
Fully Paid,583792.0,Short Term,739.0,1101715.0,10+ years,Rent,Debt Consolidation,19463.6,17.5,15.0,0.0,246335.0,735130.0,0.0,0.0
Fully Paid,347556.0,Short Term,732.0,1350767.0,7 years,Rent,Debt Consolidation,12381.92,21.0,7.0,0.0,72827.0,292798.0,0.0,0.0
Fully Paid,109626.0,Short Term,733.0,643796.0,9 years,Rent,other,3047.22,18.3,9.0,1.0,140923.0,460944.0,1.0,0.0
Fully Paid,22484.0,Short Term,743.0,698706.0,< 1 year,Home Mortgage,other,599.64,12.9,3.0,0.0,44384.0,325292.0,0.0,0.0
Charged Off,775786.0,Short Term,7160.0,2009972.0,3 years,Rent,Debt Consolidation,38356.82,30.1,16.0,0.0,3197567.0,6307400.0,0.0,0.0
Fully Paid,151228.0,Short Term,734.0,988874.0,2 years,Rent,Debt Consolidation,14997.84,16.5,10.0,0.0,232465.0,373846.0,0.0,0.0
Fully Paid,546370.0,Long Term,656.0,1060162.0,10+ years,Home Mortgage,Debt Consolidation,19348.08,22.6,7.0,0.0,14839.0,107404.0,0.0,0.0
Fully Paid,150282.0,Short Term,714.0,556263.0,10+ years,Rent,Debt Consolidation,3504.55,9.8,4.0,0.0,102866.0,255618.0,0.0,0.0
Fully Paid,142824.0,Short Term,747.0,1984987.0,10+ years,Home Mortgage,other,8386.6,17.2,9.0,1.0,47823.0,327712.0,1.0,0.0
Fully Paid,396990.0,Short Term,720.0,990470.0,10+ years,Rent,Debt Consolidation,11555.61,23.8,6.0,0.0,263872.0,432146.0,0.0,0.0
Fully Paid,111474.0,Short Term,738.0,452447.0,10+ years,Rent,Debt Consolidation,1790.94,16.1,4.0,1.0,37924.0,124762.0,1.0,0.0
Charged Off,144496.0,Short Term,7260.0,1039984.0,6 years,Home Mortgage,Home Improvements,11006.51,14.1,8.0,1.0,45828.0,89936.0,1.0,0.0
Charged Off,330638.0,Short Term,717.0,818558.0,4 years,Home Mortgage,Debt Consolidation,12073.74,16.0,9.0,0.0,212534.0,385726.0,0.0,0.0
Charged Off,138710.0,Short Term,709.0,467970.0,5 years,Rent,Debt Consolidation,8813.34,36.1,6.0,0.0,146889.0,298914.0,0.0,0.0
Fully Paid,383064.0,Short Term,742.0,750804.0,8 years,Own Home,Debt Consolidation,8508.96,10.4,7.0,0.0,87001.0,180510.0,0.0,0.0
Charged Off,577874.0,Long Term,711.0,3059456.0,< 1 year,Home Mortgage,Debt Consolidation,37478.26,20.2,16.0,0.0,519308.0,1212288.0,0.0,0.0
Fully Paid,261514.0,Short Term,701.0,3576066.0,4 years,Home Mortgage,Debt Consolidation,24466.3,16.6,11.0,0.0,626107.0,780362.0,0.0,0.0
Charged Off,654984.0,Short Term,733.0,1319892.0,8 years,Rent,Debt Consolidation,15618.57,16.8,12.0,0.0,290871.0,907808.0,0.0,0.0
Fully Paid,99999999.0,Short Term,712.0,1291848.0,< 1 year,Rent,Medical Bills,16471.29,17.7,8.0,0.0,536009.0,673156.0,0.0,0.0
Charged Off,216282.0,Short Term,706.0,1197950.0,7 years,Home Mortgage,Debt Consolidation,15323.69,27.4,5.0,0.0,47348.0,133078.0,0.0,0.0
Charged Off,453992.0,Short Term,690.0,1324281.0,6 years,Home Mortgage,Debt Consolidation,38624.91,25.9,15.0,1.0,373350.0,554224.0,1.0,0.0
Fully Paid,295658.0,Short Term,736.0,1040307.0,6 years,Rent,Debt Consolidation,17424.9,11.2,6.0,0.0,175959.0,426228.0,0.0,0.0
Fully Paid,136048.0,Short Term,733.0,1033923.0,10+ years,Home Mortgage,Debt Consolidation,22143.17,26.4,16.0,0.0,531278.0,637494.0,0.0,0.0
Fully Paid,362296.0,Long Term,715.0,711968.0,3 years,Own Home,Debt Consolidation,13467.96,23.5,7.0,0.0,534033.0,763400.0,0.0,0.0
Fully Paid,99999999.0,Short Term,731.0,940310.0,4 years,Rent,Debt Consolidation,23272.72,22.5,15.0,0.0,321670.0,544522.0,0.0,0.0
Fully Paid,776314.0,Short Term,743.0,1570768.0,5 years,Home Mortgage,Debt Consolidation,35997.02,21.5,16.0,0.0,593788.0,1044890.0,0.0,0.0
Fully Paid,240284.0,Short Term,693.0,1043423.0,2 years,Rent,Debt Consolidation,1373.7,12.1,6.0,0.0,60800.0,187748.0,0.0,0.0
Fully Paid,334554.0,Short Term,716.0,963110.0,10+ years,Own Home,Debt Consolidation,12440.06,27.3,10.0,0.0,70471.0,321310.0,0.0,0.0
Fully Paid,99999999.0,Short Term,750.0,2030112.0,5 years,Home Mortgage,Debt Consolidation,16139.36,15.0,25.0,0.0,288762.0,374000.0,0.0,0.0
Fully Paid,132990.0,Short Term,714.0,1091132.0,10+ years,Home Mortgage,Debt Consolidation,20185.79,27.2,11.0,0.0,224675.0,485342.0,0.0,0.0
Fully Paid,332970.0,Long Term,723.0,2300520.0,10+ years,Home Mortgage,Debt Consolidation,18557.49,19.4,12.0,0.0,424745.0,641234.0,0.0,0.0
Charged Off,109032.0,Short Term,685.0,1233423.0,10+ years,Home Mortgage,other,22304.48,17.2,11.0,0.0,112803.0,241868.0,0.0,0.0
Fully Paid,99999999.0,Short Term,627.0,998678.0,10+ years,Rent,Debt Consolidation,21388.3,12.0,11.0,1.0,93917.0,278102.0,1.0,0.0
Fully Paid,386144.0,Short Term,743.0,926345.0,< 1 year,Home Mortgage,Home Improvements,9031.84,13.4,12.0,1.0,39368.0,399872.0,1.0,0.0
Fully Paid,99999999.0,Short Term,728.0,2230296.0,4 years,Home Mortgage,Debt Consolidation,46092.86,25.3,20.0,0.0,307762.0,477686.0,0.0,0.0
Fully Paid,153164.0,Short Term,728.0,850307.0,10+ years,Own Home,Debt Consolidation,8573.75,39.3,8.0,1.0,106457.0,382822.0,1.0,0.0
Charged Off,152966.0,Short Term,7080.0,526528.0,6 years,Rent,Debt Consolidation,8468.11,11.8,13.0,0.0,151506.0,217646.0,0.0,0.0
Fully Paid,86482.0,Short Term,748.0,410761.0,5 years,Rent,Debt Consolidation,9618.94,11.3,6.0,0.0,64144.0,99396.0,0.0,0.0
Fully Paid,376596.0,Short Term,711.0,1144560.0,1 year,Rent,Debt Consolidation,13257.82,9.5,10.0,0.0,154261.0,328966.0,0.0,0.0
Fully Paid,99999999.0,Short Term,730.0,780520.0,4 years,Rent,Debt Consolidation,8195.46,9.0,10.0,0.0,82707.0,139788.0,0.0,0.0
Charged Off,606716.0,Short Term,697.0,1178114.0,5 years,Home Mortgage,Debt Consolidation,32889.0,17.6,12.0,0.0,118180.0,158378.0,0.0,0.0
Charged Off,264110.0,Long Term,707.0,566694.0,9 years,Rent,Debt Consolidation,9444.9,17.0,12.0,1.0,259274.0,501204.0,1.0,0.0
Charged Off,103862.0,Short Term,744.0,793136.0,10+ years,Home Mortgage,Debt Consolidation,21480.64,30.9,15.0,0.0,689491.0,1116588.0,0.0,0.0
Fully Paid,99999999.0,Short Term,741.0,1098371.0,10+ years,Home Mortgage,other,11231.09,17.7,8.0,0.0,181374.0,314380.0,0.0,0.0
Fully Paid,131802.0,Short Term,744.0,1176974.0,6 years,Rent,Debt Consolidation,5943.58,13.7,15.0,0.0,249717.0,663146.0,0.0,0.0
Fully Paid,437404.0,Short Term,704.0,2833185.0,6 years,Home Mortgage,Debt Consolidation,61149.6,21.3,18.0,0.0,108889.0,280170.0,0.0,0.0
Fully Paid,337172.0,Short Term,736.0,776492.0,10+ years,Rent,Home Improvements,10029.72,29.5,7.0,0.0,392027.0,884840.0,0.0,0.0
